timestamp,open,high,low,close,volume
2025-06-08 00:00:00,105552.15,105552.16,105552.15,105552.16,1.19722
2025-06-08 00:01:00,105552.15,105552.16,105552.15,105552.16,6.87711
2025-06-08 00:02:00,105552.15,105552.16,105520.53,105520.53,4.11433
2025-06-08 00:03:00,105520.53,105520.54,105511.62,105511.62,1.83302
2025-06-08 00:04:00,105511.62,105511.63,105511.62,105511.63,3.43376
2025-06-08 00:05:00,105511.62,105542.48,105511.62,105542.47,9.28721
2025-06-08 00:06:00,105542.47,105542.48,105522.49,105522.49,3.0021
2025-06-08 00:07:00,105522.49,105522.5,105503.0,105503.0,3.65309
2025-06-08 00:08:00,105503.0,105503.01,105503.0,105503.0,0.89604
2025-06-08 00:09:00,105503.0,105503.01,105500.0,105500.0,4.77911
2025-06-08 00:10:00,105500.0,105500.01,105453.22,105453.22,13.04325
2025-06-08 00:11:00,105453.22,105483.49,105453.22,105472.94,11.66812
2025-06-08 00:12:00,105472.94,105482.71,105468.73,105482.71,5.47316
2025-06-08 00:13:00,105482.71,105482.71,105446.79,105446.79,4.74231
2025-06-08 00:14:00,105446.8,105446.8,105446.79,105446.8,5.99634
2025-06-08 00:15:00,105446.8,105482.71,105446.79,105482.71,4.60751
2025-06-08 00:16:00,105482.7,105482.71,105482.69,105482.7,1.58663
2025-06-08 00:17:00,105482.69,105482.7,105482.69,105482.7,0.59402
2025-06-08 00:18:00,105482.7,105482.7,105482.69,105482.69,1.66077
2025-06-08 00:19:00,105482.69,105507.72,105482.69,105507.72,3.7934
2025-06-08 00:20:00,105507.71,105518.33,105507.71,105518.32,1.01268
2025-06-08 00:21:00,105518.33,105528.35,105518.32,105528.34,1.4598
2025-06-08 00:22:00,105528.35,105528.35,105488.0,105488.01,3.06945
2025-06-08 00:23:00,105488.01,105544.44,105488.0,105535.46,7.76073
2025-06-08 00:24:00,105535.45,105535.46,105507.6,105507.6,11.49349
2025-06-08 00:25:00,105507.6,105507.6,105467.48,105476.22,25.02044
2025-06-08 00:26:00,105476.22,105479.67,105476.22,105479.67,4.90788
2025-06-08 00:27:00,105479.67,105511.36,105479.66,105501.22,9.34486
2025-06-08 00:28:00,105501.23,105501.23,105500.04,105500.04,1.23524
2025-06-08 00:29:00,105500.05,105507.88,105499.95,105507.87,2.23728
2025-06-08 00:30:00,105507.88,105523.93,105507.87,105523.92,2.78356
2025-06-08 00:31:00,105523.93,105523.93,105523.92,105523.92,2.4826
2025-06-08 00:32:00,105523.93,105557.68,105523.92,105557.68,7.66715
2025-06-08 00:33:00,105557.67,105586.67,105557.67,105586.66,4.52998
2025-06-08 00:34:00,105586.67,105654.95,105586.67,105634.95,24.12043
2025-06-08 00:35:00,105634.96,105641.74,105599.33,105599.33,15.78938
2025-06-08 00:36:00,105599.33,105599.34,105599.33,105599.34,1.83181
2025-06-08 00:37:00,105599.34,105599.34,105560.0,105560.0,4.80381
2025-06-08 00:38:00,105560.01,105560.01,105542.21,105542.22,3.52529
2025-06-08 00:39:00,105542.22,105548.07,105534.88,105548.06,1.00762
2025-06-08 00:40:00,105548.07,105548.07,105548.06,105548.06,0.29346
2025-06-08 00:41:00,105548.06,105548.07,105489.83,105489.84,11.8502
2025-06-08 00:42:00,105489.83,105497.03,105489.83,105497.02,0.82609
2025-06-08 00:43:00,105497.02,105497.03,105490.13,105490.13,0.53767
2025-06-08 00:44:00,105490.13,105494.23,105490.13,105494.23,0.92176
2025-06-08 00:45:00,105494.22,105494.23,105494.22,105494.22,0.76751
2025-06-08 00:46:00,105494.23,105494.23,105465.12,105465.12,0.9294
2025-06-08 00:47:00,105465.12,105465.13,105441.86,105455.03,16.18938
2025-06-08 00:48:00,105455.03,105461.57,105455.03,105461.29,1.85686
2025-06-08 00:49:00,105461.28,105461.29,105441.86,105441.86,1.08853
2025-06-08 00:50:00,105441.87,105441.87,105441.86,105441.87,0.95687
2025-06-08 00:51:00,105441.86,105448.83,105441.86,105448.82,2.31095
2025-06-08 00:52:00,105448.82,105464.65,105448.82,105464.64,1.68873
2025-06-08 00:53:00,105464.65,105464.65,105464.64,105464.65,0.50463
2025-06-08 00:54:00,105464.64,105464.65,105451.89,105451.9,1.30043
2025-06-08 00:55:00,105451.89,105451.9,105446.19,105446.2,0.80396
2025-06-08 00:56:00,105446.2,105446.2,105446.19,105446.2,1.55235
2025-06-08 00:57:00,105446.2,105458.03,105446.19,105458.03,2.65242
2025-06-08 00:58:00,105458.02,105458.04,105458.02,105458.04,1.14522
2025-06-08 00:59:00,105458.03,105473.22,105458.03,105473.21,1.91888
2025-06-08 01:00:00,105473.22,105473.22,105460.03,105460.03,2.33259
2025-06-08 01:01:00,105460.04,105460.04,105455.0,105455.0,0.78998
2025-06-08 01:02:00,105455.01,105455.01,105455.0,105455.0,1.08568
2025-06-08 01:03:00,105455.01,105455.01,105438.13,105438.13,7.18882
2025-06-08 01:04:00,105438.13,105438.13,105434.78,105434.79,4.62097
2025-06-08 01:05:00,105434.79,105434.79,105406.12,105406.12,5.26459
2025-06-08 01:06:00,105406.13,105449.95,105400.57,105449.95,64.90265
2025-06-08 01:07:00,105450.01,105500.11,105450.0,105500.01,26.51375
2025-06-08 01:08:00,105500.01,105536.57,105500.0,105535.99,3.36651
2025-06-08 01:09:00,105536.0,105547.89,105535.99,105547.89,3.06464
2025-06-08 01:10:00,105547.89,105600.3,105547.89,105582.88,23.99404
2025-06-08 01:11:00,105582.88,105582.88,105549.88,105549.88,3.76872
2025-06-08 01:12:00,105549.89,105549.89,105509.24,105522.94,4.51419
2025-06-08 01:13:00,105522.95,105548.17,105522.94,105546.33,1.86623
2025-06-08 01:14:00,105546.32,105546.33,105536.65,105536.65,1.61688
2025-06-08 01:15:00,105536.65,105536.66,105514.17,105514.18,4.51083
2025-06-08 01:16:00,105514.18,105534.89,105514.17,105518.33,5.94088
2025-06-08 01:17:00,105518.32,105518.33,105504.15,105510.45,11.97792
2025-06-08 01:18:00,105510.45,105510.45,105510.44,105510.45,0.69062
2025-06-08 01:19:00,105510.44,105510.45,105488.76,105508.37,7.48344
2025-06-08 01:20:00,105508.37,105528.89,105508.36,105528.88,5.01662
2025-06-08 01:21:00,105528.88,105591.21,105528.88,105591.2,3.96899
2025-06-08 01:22:00,105591.21,105591.21,105586.98,105586.99,1.11655
2025-06-08 01:23:00,105586.98,105586.99,105572.36,105578.9,4.05373
2025-06-08 01:24:00,105578.89,105578.9,105578.89,105578.89,0.72154
2025-06-08 01:25:00,105578.9,105578.9,105567.98,105567.98,2.51209
2025-06-08 01:26:00,105567.99,105567.99,105567.98,105567.99,0.91564
2025-06-08 01:27:00,105567.99,105567.99,105560.71,105560.72,1.75353
2025-06-08 01:28:00,105560.72,105560.72,105535.75,105535.75,1.71812
2025-06-08 01:29:00,105535.75,105535.76,105535.75,105535.75,4.27599
2025-06-08 01:30:00,105535.76,105548.4,105535.75,105548.4,5.21817
2025-06-08 01:31:00,105548.39,105548.4,105548.39,105548.39,1.63632
2025-06-08 01:32:00,105548.39,105548.4,105548.39,105548.4,0.84316
2025-06-08 01:33:00,105548.39,105577.04,105548.39,105577.04,2.29415
2025-06-08 01:34:00,105577.04,105577.04,105577.03,105577.04,0.63685
2025-06-08 01:35:00,105577.03,105577.04,105577.03,105577.04,1.18679
2025-06-08 01:36:00,105577.03,105577.04,105577.03,105577.03,0.27489
2025-06-08 01:37:00,105577.04,105577.04,105577.03,105577.04,0.56915
2025-06-08 01:38:00,105577.04,105577.04,105560.25,105560.25,1.95346
2025-06-08 01:39:00,105560.26,105581.39,105560.25,105581.38,4.48692
2025-06-08 01:40:00,105581.39,105654.95,105581.38,105631.55,3.68299
2025-06-08 01:41:00,105631.55,105631.56,105622.87,105622.88,1.45955
2025-06-08 01:42:00,105622.88,105627.91,105622.88,105627.9,3.99955
2025-06-08 01:43:00,105627.91,105649.03,105627.9,105629.0,4.98566
2025-06-08 01:44:00,105628.99,105668.86,105620.33,105655.07,10.43058
2025-06-08 01:45:00,105655.08,105665.99,105641.38,105665.98,4.57831
2025-06-08 01:46:00,105665.99,105665.99,105665.98,105665.98,0.94904
2025-06-08 01:47:00,105665.99,105674.42,105665.98,105674.42,2.13004
2025-06-08 01:48:00,105674.41,105674.42,105646.3,105646.3,3.96828
2025-06-08 01:49:00,105646.3,105646.31,105627.91,105627.91,3.40978
2025-06-08 01:50:00,105627.91,105683.39,105627.91,105683.39,4.07546
2025-06-08 01:51:00,105683.38,105786.33,105683.38,105764.87,12.80541
2025-06-08 01:52:00,105764.87,105764.88,105757.48,105757.49,5.41303
2025-06-08 01:53:00,105757.48,105757.49,105722.72,105722.72,2.26252
2025-06-08 01:54:00,105722.73,105722.73,105715.6,105715.6,3.72809
2025-06-08 01:55:00,105715.61,105717.98,105688.92,105688.92,5.78998
2025-06-08 01:56:00,105688.92,105688.93,105678.41,105678.41,2.49388
2025-06-08 01:57:00,105678.41,105690.33,105678.41,105690.32,3.02235
2025-06-08 01:58:00,105690.33,105690.33,105690.32,105690.32,0.44268
2025-06-08 01:59:00,105690.32,105690.33,105690.32,105690.33,1.92108
2025-06-08 02:00:00,105690.32,105690.33,105651.5,105653.81,8.10398
2025-06-08 02:01:00,105653.8,105653.81,105613.77,105613.78,3.69558
2025-06-08 02:02:00,105613.78,105613.78,105531.83,105531.83,6.05456
2025-06-08 02:03:00,105531.84,105531.84,105531.62,105531.63,2.38088
2025-06-08 02:04:00,105531.62,105531.63,105473.58,105489.41,12.59122
2025-06-08 02:05:00,105489.42,105510.76,105489.41,105494.99,4.82905
2025-06-08 02:06:00,105494.99,105510.66,105487.15,105510.66,16.42539
2025-06-08 02:07:00,105510.66,105529.62,105510.65,105527.1,3.45884
2025-06-08 02:08:00,105527.09,105527.1,105495.98,105495.98,3.45596
2025-06-08 02:09:00,105495.98,105511.63,105495.98,105511.62,9.44307
2025-06-08 02:10:00,105511.62,105511.63,105511.62,105511.62,1.32443
